UserID,No_of_days_Visited_7_Days,Pageloads_last_7_days,Clicks_last_7_days,No_Of_Products_Viewed_15_Days,Most_Viewed_product_15_Days,User_Vintage,Most_Active_OS,Recently_Viewed_Product
U122476,null,null,null,1,PR100635,2021,,PR100635
U122477,null,null,null,1,Product101,2078,,Product101
U122478,null,null,null,2,Product101,159,,PR101887
U122479,null,null,null,16,PR100166,216,,PR101325
U122480,null,null,null,null,Product101,null,,Product101
U122481,null,null,null,1,PR101379,877,,PR101379
U122482,null,null,null,24,PR100166,239,,PR100231
U122483,null,null,null,10,PR100015,136,,PR100015
U122484,null,null,null,1,PR100005,85,,PR100005
U122485,null,null,null,1,PR100204,1197,,PR100204
U122486,null,null,null,5,PR100390,116,,PR100390
U122487,null,null,null,1,PR100457,352,,PR100457
U122488,null,null,null,5,PR100403,306,,PR100403
U122489,null,null,null,null,Product101,69,,Product101
U122490,null,null,null,1,PR100328,65,,PR100328
U122491,null,null,null,2,PR100091,46,,PR100091
U122492,null,null,null,5,PR100072,237,,PR100072
U122493,null,null,null,1,PR100661,65,,PR100661
U122495,null,null,null,1,Product101,152,,Product101
U122496,null,null,null,1,PR100548,169,,PR100548
U122497,null,null,null,12,PR100017,113,,PR100040
U122498,null,null,null,1,PR100021,224,,PR100021
U122499,null,null,null,3,PR100906,927,,PR100906
U122500,null,null,null,4,PR100187,469,,PR100187
U122501,null,null,null,15,PR100123,430,,PR101800
U122502,null,null,null,1,PR100258,289,,PR100258
U122503,null,null,null,1,Product101,42,,Product101
U122505,null,null,null,1,PR101580,1235,,PR101580
U122506,null,null,null,4,PR102231,296,,PR102231
U122507,null,null,null,3,PR100293,96,,PR100293
U122508,null,null,null,1,Product101,52,,Product101
U122509,null,null,null,null,Product101,1728,,PR100142
U122510,null,null,null,2,PR100571,1261,,PR100571
U122511,null,null,null,7,PR100112,132,,PR100112
U122512,null,null,null,2,PR100102,139,,PR100102
U122513,null,null,null,4,PR100390,344,,PR100390
U122514,null,null,null,1,PR100258,553,,PR100258
U122515,null,null,null,2,PR100017,157,,PR100017
U122516,null,null,null,2,PR101480,1820,,PR101480
U122517,null,null,null,1,Product101,791,,Product101
U122518,null,null,null,1,Product101,73,,PR101199
U122519,null,null,null,3,PR100017,128,,PR100017
U122520,null,null,null,1,Product101,109,,Product101
U122522,null,null,null,1,PR100424,325,,PR100424
U122523,null,null,null,3,PR100844,123,,PR100844
U122524,null,null,null,2,PR100279,236,,PR100279
U122525,null,null,null,20,PR100219,292,,PR100453
U122526,null,null,null,9,PR100390,117,,PR100390
U122527,null,null,null,3,PR100914,118,,PR100914
U122528,null,null,null,null,Product101,110,,Product101
U122530,null,null,null,8,PR100123,746,,PR100123
U122531,null,null,null,5,PR100540,123,,PR100540
U122532,null,null,null,8,PR101525,152,,PR101525
U122533,null,null,null,1,PR100565,173,,PR100565
U122534,null,null,null,1,PR100192,66,,PR100192
U122535,null,null,null,2,PR102072,1668,,PR102072
U122536,null,null,null,14,PR100040,528,,PR100677
U122537,null,null,null,7,PR100166,329,,PR100166
U122538,null,null,null,1,PR100139,260,,PR100139
U122539,null,null,null,4,PR101077,551,,PR101077
U122540,null,null,null,3,PR100254,114,,PR100254
U122541,null,null,null,1,PR100110,477,,PR100110
U122542,null,null,null,1,Product101,247,,Product101
U122543,null,null,null,2,PR100337,275,,PR100337
U122544,null,null,null,1,PR100017,267,,PR100017
U122545,null,null,null,3,PR100113,518,,PR100113
U122547,null,null,null,null,Product101,110,,PR101887
U122548,null,null,null,2,PR101440,56,,PR101440
U122549,null,null,null,10,PR100607,301,,PR100607
U122550,null,null,null,6,PR101616,1879,,PR101616
U122551,null,null,null,4,PR100275,500,,PR100275
U122553,null,null,null,5,PR100737,425,,PR100737
U122554,null,null,null,3,PR100085,719,,PR100487
U122556,null,null,null,7,PR100040,122,,PR100040
U122557,null,null,null,null,Product101,null,,Product101
U122558,null,null,null,null,Product101,null,,Product101
U122559,null,null,null,4,PR100017,719,,PR100017
U122560,null,null,null,1,PR100285,721,,PR100285
U122561,null,null,null,14,PR100123,156,,PR100850
U122562,null,null,null,1,Product101,800,,Product101
U122563,null,null,null,2,PR100209,115,,PR100209
U122564,null,null,null,4,PR100166,296,,PR100166
U122566,null,null,null,5,PR100499,1938,,PR100121
U122567,null,null,null,2,PR100017,310,,PR100017
U122568,null,null,null,null,Product101,264,,Product101
U122569,null,null,null,6,PR100017,168,,PR100241
U122570,null,null,null,1,PR100901,67,,PR100901
U122572,null,null,null,6,PR100390,108,,PR100072
U122573,null,null,null,null,Product101,null,,Product101
U122574,null,null,null,1,PR100258,77,,PR100258
U122575,null,null,null,2,Product101,167,,Product101
U122576,null,null,null,2,PR100146,606,,PR100146
U122577,null,null,null,1,PR100036,97,,PR100036
U122578,null,null,null,8,PR100876,87,,PR100876
U122579,null,null,null,4,Product101,77,,Product101
U122581,null,null,null,1,PR100792,97,,PR100792
U122582,null,null,null,1,Product101,763,,Product101
U122583,null,null,null,2,PR100103,733,,PR100103
U122584,null,null,null,1,PR100017,812,,PR100017
U122585,null,null,null,2,PR100250,655,,PR100250
U122586,null,null,null,1,PR100661,183,,PR100661
U122587,null,null,null,4,PR100390,128,,PR100390
U122588,null,null,null,6,PR100595,48,,PR100390
U122589,null,null,null,5,PR100144,96,,PR100144
U122590,null,null,null,1,PR100113,43,,PR100113
U122591,null,null,null,1,Product101,1117,,Product101
U122592,null,null,null,2,PR100086,1055,,PR100086
U122593,null,null,null,1,PR100776,53,,PR100776
U122594,null,null,null,2,PR100948,62,,PR100948
U122595,null,null,null,4,PR100145,604,,PR100145
U122596,null,null,null,2,Product101,329,,Product101
U122597,null,null,null,3,PR100017,616,,PR102079
U122598,null,null,null,2,PR100233,457,,PR100233
U122599,null,null,null,2,PR100812,102,,PR100812
U122600,null,null,null,2,PR100226,278,,PR100226
U122601,null,null,null,1,Product101,435,,Product101
U122602,null,null,null,2,PR100017,277,,PR100017
U122603,null,null,null,1,Product101,973,,Product101
U122604,null,null,null,6,PR105014,50,,PR100071
U122605,null,null,null,null,Product101,349,,PR100209
U122606,null,null,null,16,PR100040,421,,PR100145
U122607,null,null,null,1,PR100598,399,,PR100598
U122608,null,null,null,17,PR100072,943,,PR100072
U122609,null,null,null,3,PR100192,66,,PR100192
U122610,null,null,null,1,PR100017,1104,,PR100017
U122611,null,null,null,1,PR100141,425,,PR100141
U122612,null,null,null,2,PR101280,237,,PR101280
U122613,null,null,null,null,Product101,null,,Product101
U122614,null,null,null,2,Product101,507,,PR101236
U122615,null,null,null,2,PR101321,184,,PR101321
U122616,null,null,null,14,PR100287,2060,,PR101296
U122617,null,null,null,5,PR101042,830,,PR101042
U122618,null,null,null,3,PR100070,115,,PR100070
U122619,null,null,null,null,Product101,1050,,Product101
U122620,null,null,null,8,PR100768,211,,PR100768
U122621,null,null,null,null,Product101,287,,Product101
U122622,null,null,null,6,PR100390,468,,PR100390
U122623,null,null,null,2,PR101575,317,,PR101575
U122624,null,null,null,2,PR100097,742,,PR100097
U122625,null,null,null,6,PR101623,325,,PR100017
U122626,null,null,null,4,PR100306,67,,PR100306
U122627,null,null,null,7,PR100123,667,,PR100102
U122628,null,null,null,2,PR100064,811,,PR100064
U122629,null,null,null,1,PR100908,569,,PR100908
U122630,null,null,null,1,PR100017,1213,,PR100017
U122632,null,null,null,1,PR101390,1461,,PR101390
U122633,null,null,null,1,PR100017,550,,PR100017
U122635,null,null,null,5,PR100930,794,,PR100930
U122636,null,null,null,4,PR100144,442,,PR100144
U122637,null,null,null,1,PR100017,319,,PR100017
U122638,null,null,null,2,Product101,1865,,Product101
U122639,null,null,null,2,PR100017,423,,PR100017
U122640,null,null,null,1,PR100017,361,,PR100017
U122641,null,null,null,null,Product101,1336,,Product101
U122642,null,null,null,2,PR100051,55,,PR100051
U122643,null,null,null,1,PR100052,344,,PR100052
U122644,null,null,null,4,PR100017,809,,PR100017
U122645,null,null,null,1,PR101058,436,,PR101058
U122646,null,null,null,1,PR100019,375,,PR100019
U122647,null,null,null,2,PR100141,397,,PR100141
U122648,null,null,null,4,PR100147,224,,PR100147
U122649,null,null,null,2,PR100017,586,,PR100017
U122650,null,null,null,5,PR100051,126,,PR100051
U122651,null,null,null,1,PR100948,62,,PR100948
U122652,null,null,null,1,Product101,115,,PR100156
U122653,null,null,null,2,Product101,349,,Product101
U122654,null,null,null,5,PR101800,45,,PR101800
U122655,null,null,null,2,PR100017,1039,,PR100017
U122656,null,null,null,2,PR100017,113,,PR100017
U122657,null,null,null,2,PR100017,1000,,PR100017
U122658,null,null,null,4,PR100145,285,,PR100145
U122660,null,null,null,1,PR100017,209,,PR100017
U122661,null,null,null,1,PR101273,55,,PR101273
U122662,null,null,null,1,PR100849,1219,,PR100849
U122663,null,null,null,2,PR100258,434,,PR100258
U122664,null,null,null,4,PR100017,191,,PR103252
U122665,null,null,null,8,PR100390,967,,PR100390
U122666,null,null,null,1,PR100015,106,,PR100015
U122667,null,null,null,6,PR100017,123,,PR100017
U122668,null,null,null,1,Product101,314,,Product101
U122669,null,null,null,1,Product101,680,,PR100872
U122670,null,null,null,1,PR100247,165,,PR100247
U122671,null,null,null,null,Product101,null,,Product101
U122672,null,null,null,3,PR100138,88,,PR100138
U122673,null,null,null,1,Product101,714,,PR100339
U122674,null,null,null,1,PR100654,60,,PR100654
U122675,null,null,null,1,PR100308,288,,PR100308
U122676,null,null,null,4,PR100390,646,,PR100390
U122677,null,null,null,1,Product101,44,,Product101
U122679,null,null,null,1,Product101,233,,Product101
U122680,null,null,null,6,PR100072,384,,PR101293
U122681,null,null,null,9,PR100219,64,,PR100219
U122682,null,null,null,1,PR100017,167,,PR100017
U122683,null,null,null,8,PR100233,109,,PR100233
U122684,null,null,null,1,PR100338,1141,,PR100338
U122685,null,null,null,3,Product101,285,,Product101
U122686,null,null,null,5,PR100017,159,,PR100017
U122687,null,null,null,1,PR100378,500,,PR100378
U122688,null,null,null,5,PR100102,50,,PR100102
U122691,null,null,null,9,PR100137,686,,PR100137
U122692,null,null,null,2,PR101330,796,,PR101637
U122693,null,null,null,6,PR100146,322,,PR100238
U122694,null,null,null,3,Product101,87,,PR100060
U122695,null,null,null,2,PR100017,114,,PR100017
U122696,null,null,null,3,PR100166,139,,PR100166
U122697,null,null,null,1,PR100114,48,,PR100114
U122698,null,null,null,5,PR101127,86,,PR100431
U122699,null,null,null,2,PR100198,1215,,PR100101
U122700,null,null,null,10,PR100072,121,,PR100072
U122701,null,null,null,1,PR100312,87,,PR100312
U122702,null,null,null,3,PR100102,133,,PR100102
U122703,null,null,null,18,PR100244,158,,PR100363
U122704,null,null,null,3,PR100219,659,,PR100219
U122705,null,null,null,null,Product101,53,,Product101
U122706,null,null,null,1,PR100030,137,,PR100030
U122707,null,null,null,4,PR100428,202,,PR100428
U122708,null,null,null,null,Product101,null,,Product101
U122709,null,null,null,1,PR102284,1376,,PR102284
U122710,null,null,null,2,PR100859,44,,PR100859
U122711,null,null,null,1,PR100250,532,,PR100250
U122712,null,null,null,1,PR100005,82,,PR100005
U122713,null,null,null,7,PR100378,522,,PR100378
U122714,null,null,null,1,Product101,455,,Product101
U122715,null,null,null,5,PR108930,110,,PR108930
U122716,null,null,null,3,PR101417,465,,PR101417
U122717,null,null,null,3,PR101049,110,,PR101049
U122718,null,null,null,1,PR100102,739,,PR100102
U122719,null,null,null,4,PR100265,91,,PR100265
U122720,null,null,null,1,Product101,106,,Product101
U122721,null,null,null,2,Product101,118,,Product101
U122722,null,null,null,3,PR100252,1446,,PR100252
U122723,null,null,null,2,PR101975,863,,PR101975
U122724,null,null,null,2,PR100017,300,,PR100017
U122725,null,null,null,2,PR100250,63,,PR100250
U122726,null,null,null,1,PR100036,68,,PR100036
U122727,null,null,null,5,PR100051,1562,,PR100051
U122728,null,null,null,4,PR100072,281,,PR100072
U122729,null,null,null,null,Product101,296,,Product101
U122730,null,null,null,13,PR100017,123,,PR100390
U122731,null,null,null,1,PR101637,62,,PR101637
U122733,null,null,null,1,Product101,865,,PR100030
U122734,null,null,null,7,PR100145,775,,PR100145
U122735,null,null,null,3,PR100051,141,,PR100051
U122736,null,null,null,4,PR100144,162,,PR100144
U122737,null,null,null,2,PR100458,721,,PR100458
U122738,null,null,null,3,PR101030,216,,PR101030
U122739,null,null,null,null,Product101,199,,Product101
U122740,null,null,null,2,Product101,59,,Product101
U122741,null,null,null,null,Product101,74,,Product101
U122742,null,null,null,4,PR100017,80,,PR100017
U122743,null,null,null,6,PR100540,46,,PR100540
U122744,null,null,null,4,PR100166,175,,PR100166
U122745,null,null,null,4,PR100013,165,,PR100013
U122746,null,null,null,1,PR101519,336,,PR101519
U122747,null,null,null,8,PR100017,174,,PR100157
U122748,null,null,null,1,Product101,473,,Product101
U122749,null,null,null,6,PR100110,1741,,PR100110
U122750,null,null,null,null,Product101,null,,Product101
U122751,null,null,null,2,PR100313,431,,PR100313
U122752,null,null,null,3,Product101,571,,PR100015
U122753,null,null,null,2,PR100200,64,,PR100200
U122754,null,null,null,3,PR100017,127,,PR100017
U122755,null,null,null,2,PR100457,179,,PR100457
U122756,null,null,null,2,PR100481,397,,PR100481
U122757,null,null,null,1,PR100345,52,,PR100345
U122758,null,null,null,4,Product101,116,,Product101
U122759,null,null,null,1,PR100258,55,,PR100258
U122760,null,null,null,4,PR100390,418,,PR100390
U122761,null,null,null,2,Product101,360,,Product101
U122762,null,null,null,1,Product101,268,,Product101
U122763,null,null,null,1,Product101,1592,,Product101
U122764,null,null,null,1,Product101,164,,Product101
U122765,null,null,null,1,PR101637,162,,PR101637
U122766,null,null,null,5,PR100390,96,,PR100390
U122767,null,null,null,3,PR101575,1749,,PR101575
U122768,null,null,null,6,PR101707,376,,PR101707
U122769,null,null,null,1,PR100017,1309,,PR100017
U122770,null,null,null,1,Product101,466,,Product101
U122771,null,null,null,3,PR100106,142,,PR100106
U122772,null,null,null,1,PR102284,1007,,PR102284
U122774,null,null,null,9,PR100072,178,,PR100072
U122775,null,null,null,3,PR100166,598,,PR100390
U122776,null,null,null,4,PR100453,657,,PR100453
U122777,null,null,null,1,PR100017,332,,PR100017
U122778,null,null,null,2,PR100782,45,,PR100782
U122780,null,null,null,2,PR101034,237,,PR101034
U122781,null,null,null,3,PR100017,679,,PR100017
U122783,null,null,null,2,PR100272,56,,PR100272
U122784,null,null,null,3,Product101,416,,Product101
U122785,null,null,null,4,PR101609,268,,PR101609
U122787,null,null,null,2,PR100146,53,,PR100146
U122788,null,null,null,4,PR100113,219,,PR100113
U122789,null,null,null,1,PR100017,626,,PR100017
U122790,null,null,null,3,PR101408,419,,PR101408
U122791,null,null,null,2,PR100017,125,,PR100017
U122792,null,null,null,1,PR100406,1593,,PR100406
U122793,null,null,null,1,PR100258,59,,PR100258
U122794,null,null,null,5,PR100661,176,,PR100661
U122795,null,null,null,1,PR100017,50,,PR100017
U122796,null,null,null,2,Product101,45,,Product101
U122797,null,null,null,6,PR100851,245,,PR100063
U122798,null,null,null,1,PR100123,138,,PR100123
U122799,null,null,null,1,PR100017,120,,PR100017
U122800,null,null,null,1,Product101,58,,Product101
U122801,null,null,null,null,Product101,120,,PR100102
U122802,null,null,null,2,PR100420,1512,,PR100420
U122804,null,null,null,1,Product101,57,,Product101
U122805,null,null,null,3,PR101030,158,,PR101030
U122806,null,null,null,1,PR100258,61,,PR100258
U122807,null,null,null,8,PR100017,617,,PR100017
U122808,null,null,null,1,PR100017,333,,PR100017
U122809,null,null,null,10,PR100122,335,,PR100017
U122810,null,null,null,2,PR100017,129,,PR100017
U122811,null,null,null,5,PR100723,1891,,PR100723
U122812,null,null,null,1,PR100330,542,,PR100330
U122813,null,null,null,1,PR100885,511,,PR100885
U122815,null,null,null,4,PR100145,245,,PR100086
U122816,null,null,null,1,PR100119,368,,PR100119
U122817,null,null,null,3,PR100017,846,,PR100166
U122818,null,null,null,1,PR100017,671,,PR100017
U122819,null,null,null,3,PR100626,85,,PR100626
U122821,null,null,null,1,PR100017,1200,,PR100017
U122822,null,null,null,1,PR100017,111,,PR100017
U122823,null,null,null,2,Product101,307,,Product101
U122824,null,null,null,2,Product101,118,,Product101
U122825,null,null,null,1,PR100017,827,,PR100017
U122826,null,null,null,1,PR100017,287,,PR100017
U122827,null,null,null,1,PR100017,214,,PR100017
U122828,null,null,null,2,PR101637,58,,PR101637
U122829,null,null,null,1,PR100080,794,,PR100080
U122830,null,null,null,2,PR100017,469,,PR100017
U122831,null,null,null,27,PR100964,617,,PR100964
U122832,null,null,null,3,PR100872,104,,PR100872
U122833,null,null,null,1,PR100017,120,,PR100017
U122834,null,null,null,4,PR100108,60,,PR100108
U122835,null,null,null,2,PR100141,58,,PR100141
U122836,null,null,null,3,Product101,56,,PR100061
U122837,null,null,null,3,Product101,316,,Product101
U122838,null,null,null,null,Product101,109,,Product101
U122839,null,null,null,null,Product101,null,,Product101
U122841,null,null,null,1,PR100569,373,,PR100569
U122842,null,null,null,1,PR100017,363,,PR100017
U122843,null,null,null,1,Product101,916,,Product101
U122844,null,null,null,6,PR100330,813,,PR100330
U122845,null,null,null,2,Product101,469,,Product101
U122846,null,null,null,null,Product101,1962,,PR100294
U122847,null,null,null,5,PR100086,271,,PR100086
U122848,null,null,null,7,PR100166,1396,,PR100166
U122849,null,null,null,1,Product101,108,,Product101
U122850,null,null,null,1,PR100017,707,,PR100017
U122851,null,null,null,4,PR100489,108,,PR100489
U122852,null,null,null,13,PR101367,1733,,PR101367
U122853,null,null,null,6,PR100661,2045,,PR100661
U122854,null,null,null,2,PR100102,835,,PR100102
U122855,null,null,null,2,PR100152,1077,,PR100152
U122856,null,null,null,1,PR100250,654,,PR100250
U122857,null,null,null,6,PR100051,209,,PR100051
U122858,null,null,null,1,PR100144,42,,PR100144
U122859,null,null,null,1,Product101,187,,Product101
U122860,null,null,null,2,PR100017,152,,PR100017
U122861,null,null,null,2,PR100017,1608,,PR100017
U122862,null,null,null,1,PR100017,353,,PR100017
U122863,null,null,null,3,PR100017,897,,PR100017
U122864,null,null,null,1,PR100567,123,,PR100567
U122865,null,null,null,3,PR100055,137,,PR100146
U122866,null,null,null,1,PR100060,195,,PR100060
U122867,null,null,null,1,PR100250,88,,PR100250
U122868,null,null,null,3,PR100128,83,,PR100286
U122869,null,null,null,1,PR100060,102,,PR100060
U122870,null,null,null,1,Product101,577,,Product101
U122871,null,null,null,1,PR100060,248,,PR100060
U122872,null,null,null,2,PR100015,205,,PR100015
U122873,null,null,null,6,PR100166,188,,PR100166
U122874,null,null,null,1,PR101625,75,,PR101625
U122875,null,null,null,null,Product101,null,,Product101
U122876,null,null,null,3,PR100469,971,,PR100469
U122877,null,null,null,4,PR101575,124,,PR101575
U122878,null,null,null,1,PR100342,387,,PR100342
U122879,null,null,null,1,Product101,440,,Product101
U122880,null,null,null,4,PR101661,204,,PR101661
U122881,null,null,null,2,PR100870,736,,PR100870
U122882,null,null,null,2,PR100017,122,,PR100017
U122883,null,null,null,4,PR100580,68,,PR100580
U122884,null,null,null,2,Product101,83,,Product101
U122885,null,null,null,null,Product101,62,,Product101
U122886,null,null,null,2,PR100017,146,,PR100017
U122887,null,null,null,2,PR100017,296,,PR100017
U122888,null,null,null,1,Product101,1026,,Product101
U122889,null,null,null,null,Product101,63,,PR100739
U122890,null,null,null,1,Product101,921,,Product101
U122891,null,null,null,1,PR101637,51,,PR101637
U122892,null,null,null,1,PR100015,692,,PR100015
U122893,null,null,null,5,PR108973,1389,,PR100891
U122894,null,null,null,1,Product101,787,,Product101
U122895,null,null,null,1,PR100489,541,,PR100489
U122896,null,null,null,7,Product101,838,,Product101
U122897,null,null,null,4,PR100200,638,,PR100200
U122898,null,null,null,1,PR100017,406,,PR100017
U122899,null,null,null,2,Product101,68,,Product101
U122900,null,null,null,2,Product101,1383,,PR100736
U122901,null,null,null,4,PR100102,218,,PR100102
U122902,null,null,null,2,Product101,323,,Product101
U122903,null,null,null,6,PR100355,435,,PR100355
U122904,null,null,null,3,PR100017,107,,PR100017
U122905,null,null,null,1,PR100102,313,,PR100102
U122906,null,null,null,null,Product101,null,,Product101
U122907,null,null,null,7,PR100166,1088,,PR100166
U122908,null,null,null,1,PR100017,219,,PR100017
U122909,null,null,null,4,PR102260,345,,PR102260
U122910,null,null,null,9,PR102126,353,,PR102126
U122911,null,null,null,1,PR101637,42,,PR101637
U122912,null,null,null,1,PR100017,519,,PR100017
U122913,null,null,null,1,Product101,108,,Product101
U122914,null,null,null,2,Product101,111,,Product101
U122916,null,null,null,1,Product101,812,,Product101
U122917,null,null,null,4,PR100458,106,,PR100458
U122918,null,null,null,2,Product101,141,,Product101
U122919,null,null,null,1,PR100083,403,,PR100083
U122920,null,null,null,3,PR100317,130,,PR100317
U122921,null,null,null,1,Product101,61,,Product101
U122922,null,null,null,2,PR108978,119,,PR108978
U122923,null,null,null,4,PR100017,576,,PR100017
U122924,null,null,null,1,PR101003,135,,PR101003
U122926,null,null,null,1,PR100872,813,,PR100872
U122927,null,null,null,null,Product101,1083,,Product101
U122928,null,null,null,3,PR100102,1728,,PR100102
U122929,null,null,null,1,PR100258,369,,PR100258
U122930,null,null,null,6,PR100078,59,,PR100078
U122931,null,null,null,1,Product101,822,,Product101
U122932,null,null,null,1,PR100542,207,,PR100542
U122933,null,null,null,1,PR100084,231,,PR100084
U122934,null,null,null,4,PR101072,1622,,PR101072
U122935,null,null,null,3,PR100374,76,,PR100374
U122936,null,null,null,2,PR100200,252,,PR100200
U122937,null,null,null,1,Product101,619,,Product101
U122938,null,null,null,2,PR100771,1110,,PR100771
U122939,null,null,null,6,PR100250,213,,PR102476
U122940,null,null,null,4,PR100608,51,,PR100608
U122941,null,null,null,3,PR100901,52,,PR100901
U122942,null,null,null,3,PR100067,703,,PR100067
U122943,null,null,null,12,PR100128,230,,PR100128
U122944,null,null,null,2,PR100121,103,,PR100121
U122945,null,null,null,1,PR100771,1546,,PR100771
U122946,null,null,null,1,PR100150,715,,PR100150
U122947,null,null,null,12,PR100735,190,,PR100735
U122948,null,null,null,1,Product101,373,,Product101
U122949,null,null,null,null,Product101,null,,Product101
U122950,null,null,null,4,PR101030,689,,PR100144
U122952,null,null,null,1,PR100017,443,,PR100017
U122953,null,null,null,2,PR100152,1621,,PR100152
U122954,null,null,null,1,Product101,173,,Product101
U122955,null,null,null,1,PR100102,131,,PR100102
U122956,null,null,null,2,PR100329,149,,PR100329
U122957,null,null,null,2,PR100166,1088,,PR100166
U122958,null,null,null,5,PR100276,157,,PR100276
U122959,null,null,null,1,PR100130,163,,PR100130
U122960,null,null,null,null,Product101,167,,PR100102
U122961,null,null,null,2,PR100341,46,,PR100341
U122962,null,null,null,2,PR100017,296,,PR100017
U122963,null,null,null,2,PR101446,806,,PR101446
U122964,null,null,null,2,PR101637,417,,PR101637
U122965,null,null,null,6,PR100045,42,,PR100045
U122966,null,null,null,3,PR100033,64,,PR100033
U122967,null,null,null,1,PR100471,247,,PR100471
U122968,null,null,null,1,PR100280,1131,,PR100280
U122969,null,null,null,3,PR100056,1038,,PR100056
U122970,null,null,null,1,Product101,156,,Product101
U122971,null,null,null,1,Product101,52,,Product101
U122972,null,null,null,11,PR100051,1052,,PR100258
U122973,null,null,null,2,PR100613,71,,PR100613
U122974,null,null,null,1,PR100762,86,,PR100762
U122975,null,null,null,7,PR100872,241,,PR100872
U122976,null,null,null,1,PR100773,1142,,PR100773
U122977,null,null,null,2,PR100017,290,,PR100017
U122978,null,null,null,2,PR101637,105,,PR101637
U122979,null,null,null,4,PR100268,49,,PR100268
U122980,null,null,null,2,PR100080,68,,PR100080
U122981,null,null,null,2,Product101,180,,Product101
U122982,null,null,null,6,PR100102,498,,PR100102
U122983,null,null,null,5,PR100161,193,,PR100161
U122984,null,null,null,12,PR100017,47,,PR100095
U122985,null,null,null,16,PR100017,820,,PR101099
U122986,null,null,null,2,PR100274,147,,PR100274
U122987,null,null,null,3,PR100342,70,,PR100342
U122988,null,null,null,2,PR100330,111,,PR100330
U122989,null,null,null,1,Product101,380,,Product101
U122990,null,null,null,8,PR100017,1307,,PR100017
U122991,null,null,null,3,PR100414,976,,PR100414
U122992,null,null,null,2,PR100588,1210,,PR100588
U122993,null,null,null,1,PR100137,103,,PR100137
U122994,null,null,null,2,PR101708,126,,PR101708
U122995,null,null,null,3,PR100028,513,,PR100028
U122996,null,null,null,null,Product101,null,,Product101
U122997,null,null,null,2,PR100224,124,,PR100224
U122998,null,null,null,1,PR100117,88,,PR100117
U122999,null,null,null,1,PR100050,134,,PR100050
U123002,null,null,null,3,PR100378,51,,PR100378
U123003,null,null,null,2,PR100121,165,,PR100121
U123004,null,null,null,1,PR100209,120,,PR100209
U123005,null,null,null,3,PR100390,302,,PR100390
U123006,null,null,null,1,PR100258,106,,PR100258
U123007,null,null,null,3,PR100522,57,,PR100522
U123008,null,null,null,1,PR101353,128,,PR101353
U123009,null,null,null,4,PR100619,537,,PR100619
U123010,null,null,null,1,Product101,831,,Product101
U123011,null,null,null,2,PR100017,67,,PR100017
U123012,null,null,null,null,Product101,173,,Product101
U123013,null,null,null,2,PR100258,57,,PR100258
U123014,null,null,null,2,PR100060,340,,PR100060
U123015,null,null,null,1,Product101,51,,Product101
U123016,null,null,null,2,PR100888,46,,PR100888
U123017,null,null,null,null,Product101,1095,,Product101
U123018,null,null,null,2,Product101,54,,Product101
U123020,null,null,null,8,PR101034,476,,PR101034
U123021,null,null,null,5,PR100145,1002,,PR100181
U123022,null,null,null,2,PR100023,123,,PR100023
U123023,null,null,null,2,PR100988,68,,PR100988
U123024,null,null,null,4,PR100026,47,,PR100923
U123025,null,null,null,1,Product101,627,,Product101
U123026,null,null,null,1,Product101,54,,Product101
U123027,null,null,null,3,PR102839,1249,,PR102839
U123028,null,null,null,null,Product101,368,,PR100146
U123029,null,null,null,4,PR100761,107,,PR100787
U123030,null,null,null,5,PR100226,74,,PR100226
U123031,null,null,null,2,PR100286,166,,PR100286
U123032,null,null,null,2,PR100036,457,,PR100036
U123033,null,null,null,2,PR101271,79,,PR101271
U123034,null,null,null,1,PR100047,187,,PR100047
U123035,null,null,null,2,PR101637,59,,PR101637
U123036,null,null,null,2,PR100870,788,,PR100870
U123037,null,null,null,1,PR100085,281,,PR100085
U123038,null,null,null,2,PR100106,67,,PR100106
U123039,null,null,null,1,PR100017,1431,,PR100017
U123040,null,null,null,3,PR100662,674,,PR100662
U123041,null,null,null,1,PR100017,77,,PR100017
U123042,null,null,null,2,PR100102,220,,PR100102
U123043,null,null,null,2,Product101,128,,PR100872
U123045,null,null,null,1,PR102624,720,,PR102624
U123046,null,null,null,2,PR100085,1319,,PR100085
U123047,null,null,null,3,PR100086,77,,PR100086
U123048,null,null,null,2,PR100017,379,,PR100017
U123049,null,null,null,1,Product101,118,,PR100895
U123050,null,null,null,null,Product101,null,,Product101
U123051,null,null,null,3,PR100017,129,,PR100017
U123052,null,null,null,2,PR100629,48,,PR100629
U123053,null,null,null,1,Product101,114,,PR100146
U123054,null,null,null,1,Product101,52,,Product101
U123055,null,null,null,1,PR100069,127,,PR100069
U123056,null,null,null,1,PR100200,1102,,PR100200
U123057,null,null,null,1,PR100662,73,,PR100662
U123058,null,null,null,1,Product101,179,,Product101
U123059,null,null,null,8,PR100070,123,,PR100070
U123060,null,null,null,1,Product101,270,,Product101
U123061,null,null,null,3,Product101,68,,PR100233
U123062,null,null,null,1,PR100204,1006,,PR100204
U123063,null,null,null,2,PR100036,810,,PR100036
U123064,null,null,null,8,PR100072,73,,PR100072
U123065,null,null,null,1,PR100258,781,,PR100258
U123066,null,null,null,4,PR100006,133,,PR100006
U123067,null,null,null,1,PR100345,53,,PR100345
U123068,null,null,null,4,PR100209,424,,PR100052
U123069,null,null,null,5,PR101121,1542,,PR101395
